,id,dianpin_id,region,shop_name,category,category_name,avg_price_raw,avg_price,dianpin_num,rate_taste,rate_env,rate_service,address,telephone,task_id,sub_type,is_finished,status_range
5561,5615,503869,虹梅路,米令意大利餐馆,232,意大利菜,￥127/人,127,50,7,7.1,7,虹梅路3316号(近延安西路),02154221678,,意大利菜,1,0
5562,5616,17966311,老闵行,GIMLID PIZZA,24340,比萨,,-1,3,6.9,7.5,7.3,第四餐饮2楼,None,,比萨,1,0
5563,5617,3118132,虹梅路,Le Midi,238,西式简餐,￥189/人,189,,6.8,7,7,虹梅路3338弄2号虹梅休闲街7号(近延安西路),02164460336,,西式简餐,1,
5564,5618,13748686,七宝,Mia天空,239,其他西餐,￥17/人,17,7,7,7.1,7.1,联明路389号(近中春路),None,,其他西餐,1,0
5565,5619,38206763,闵行区,士百士汉堡,238,西式简餐,,-1,1,7.1,7.1,7.1,浦江镇鲁汇二村11号底楼,02134790126,,西式简餐,1,0
5566,5620,21229626,七宝,卡萨尔披萨简餐,24340,比萨,,-1,5,7.1,7,7.1,沪松公路62弄3号(七宝9号线地铁站),02154573219,,比萨,1,0
5567,5621,5223180,虹桥镇,美乐地汉堡,238,西式简餐,￥18/人,18,,7,6.9,6.9,航东路597号(卫生院斜对面),None,,西式简餐,1,
5568,5622,57069537,浦江镇,daddy's汉堡,238,西式简餐,,-1,,7.1,7.1,7.1,浦江镇江文路789号,18721901879,,西式简餐,1,
5569,5623,5381803,浦江镇,凡仔汉堡,238,西式简餐,￥15/人,15,,7,6.8,6.9,陈行镇,None,,西式简餐,1,
5570,5625,2222332,南方商城,萨味思家庭牛排,254,牛排,,-1,,7.1,7.1,7.1,莲花南路165号(近莲花路地铁站),02154810113,,牛排,1,
5571,5626,68970560,闵行区,萨莉亚,238,西式简餐,￥36/人,36,13,7.1,7,6.7,龙茗路1256号,None,,西式简餐,1,0
5572,5628,2289799,虹桥镇,豪享来,238,西式简餐,￥47/人,47,304,6.7,6.6,6.5,吴中路695号(近虹许路),None,,西式简餐,1,4
5573,5630,67283827,华漕,释非披萨,24340,比萨,,-1,,7,7.3,7.3,金丰路475号,02134633952,,比萨,1,
5574,5633,58009265,闵行区,自然派,239,其他西餐,￥18/人,18,11,7,6.8,6.8,None,-1,,其他西餐,1,0
5575,5634,65445989,莘庄,芝根芝底披萨意面,24340,比萨,,-1,1,7,7,7,莘建路135-143号,None,,比萨,1,0
5576,5635,43613627,七宝,虹桥枢纽和颐酒店宴会厅,238,西式简餐,,-1,4,6.7,6.9,6.9,沪星路318号和颐酒店6层,02164785678,,西式简餐,1,0
5577,5636,67556048,华漕,必胜客,24340,比萨,￥71/人,71,,7,7.1,7,繁兴路,None,,比萨,1,
5578,5637,6029500,莘庄,Do Eat,238,西式简餐,￥19/人,19,13,7,6.9,6.9,莘浜路南街16号(近国柜服饰城),None,,西式简餐,1,0
5579,5638,18424225,春申地区,憨人薄饼披萨外卖小站,239,其他西餐,,-1,4,6.9,7,7,兴梅路1199号,18221770745,,其他西餐,1,0
5580,5639,21682218,虹桥镇,比奇雅韩式炸鸡披萨,24340,比萨,￥52/人,52,3,7,7,7,中山西路492号,None,,比萨,1,0
5581,5640,18670968,闵行区,典尚茶品,238,西式简餐,,-1,12,6.9,7,6.5,虹桥机场2号航站楼3层(赛百味),None,,西式简餐,1,0
5582,5641,56598656,闵行区,Casilona Village Restaurant,239,其他西餐,￥29/人,29,7,7,7,7,农南路96号,13818376750,,其他西餐,1,0
5583,5642,18219418,春申地区,申旺汉堡,238,西式简餐,,-1,5,7,6.9,6.9,腾冲路94-1临,02164607291,,西式简餐,1,0
5584,5643,22343713,七宝,缤果乐,239,其他西餐,,-1,,7.1,7,7,农南路88号,13585983773,,其他西餐,1,
5585,5644,14694278,虹桥镇,RESCAFE,239,其他西餐,,-1,,7,7,7,虹泉路1078号2楼(井亭天地1004韩国超市2楼),02164309277,,其他西餐,1,
5586,5645,17643724,虹梅路,卡包,239,其他西餐,,-1,1,7,7,7,莲花路(近地铁站),None,,其他西餐,1,0
5587,5646,17887147,华漕,美罗思比萨,24340,比萨,￥43/人,43,33,7,6.9,6.9,None,-1,,比萨,1,0
5588,5647,20650838,华漕,萨莉亚,232,意大利菜,￥36/人,36,94,6.9,7.3,6.8,None,-1,,意大利菜,1,1
5589,5648,4521466,虹桥镇,台北小统一牛排,254,牛排,￥165/人,165,6,7,7,6.9,金汇南路158号(近吴中路),02134320831,,牛排,1,0
5590,5649,59408292,金平路步行街,必胜客外卖,24340,比萨,,-1,3,6.9,6.9,6.9,None,-1,,比萨,1,0
5591,5651,16792803,万源城/东兰路,碳吉牛排,254,牛排,,-1,,6.9,6.9,6.9,古美路和东兰路交叉口,None,,牛排,1,
5592,5653,1958647,虹梅路,CHICAGO芝加哥,238,西式简餐,￥67/人,67,50,6.8,6.7,6.8,虹梅路休闲街15号,02164659822,,西式简餐,1,0
5593,5654,24663704,闵行区,95披萨,24340,比萨,￥31/人,31,29,6.9,6.9,6.9,江文路559弄3号(肯德基旁边),18001605712,,比萨,1,0
5594,5656,21714845,莘庄,芝根芝底,239,其他西餐,￥30/人,30,1,6.9,6.9,6.9,莘庄仲盛商城4楼(居食屋和民对面),None,,其他西餐,1,0
5595,5657,4048063,莘庄,尊宝比萨,24340,比萨,￥41/人,41,5,6.9,6.9,6.9,颛建路43号(近沪闵路),None,,比萨,1,0
5596,5658,5594376,虹梅路,Bistro & Bar TAPASTAR,238,西式简餐,,-1,1,6.9,6.9,6.9,虹梅路3717弄森晟世洋国际广场12号110室(近延安西路),02154091099,,西式简餐,1,0
5597,5659,4274033,虹梅路,Calis Kitchen,238,西式简餐,,-1,,6.9,6.9,6.9,虹梅路3717弄6号107室(近延安西路),None,,西式简餐,1,
5598,5660,6119329,虹梅路,ITALIA PARCO,238,西式简餐,,-1,,6.9,6.9,6.9,红松东路1000号哈一顿酒店1楼(近虹许路),02161459620,,西式简餐,1,
5599,5661,5245346,好爱广场,查理伯爵西点俱乐部,239,其他西餐,,-1,3,6.9,6.9,6.9,都市路3825弄9号108室(近莘庄地铁站),None,,其他西餐,1,0
5600,5662,23451832,虹梅路,忍者披萨外送,24340,比萨,,-1,1,6.9,6.9,6.9,虹梅路3215弄201C(红松东路),02131665820,,比萨,1,0
5601,5663,22985340,交大闵行校区,星尚客披萨,24340,比萨,￥21/人,21,4,7,6.9,6.9,德宏路2589号,17802185316,,比萨,1,0
5602,5664,21152518,吴泾,新橄榄五谷磨坊,116,西餐,￥32/人,32,,6.9,6.9,6.9,永德路步行街80号,15618148098,,西餐,1,
5603,5665,8918767,虹桥镇,CHOP,239,其他西餐,,-1,,0,0,0,红松东路1116号元一希尔顿酒店2号楼1楼(近虹许路),02133236571,,其他西餐,1,
5604,5666,67922969,七宝,棒约翰,24340,比萨,,-1,,0,0,0,星站路279号,None,,比萨,1,
5605,5667,68168900,七宝,Playking火焰薄饼,24340,比萨,,-1,,0,0,0,沪星路105号凯德购物广场,None,,比萨,1,
5606,5668,4516444,春申地区,意咖啡西餐厅,238,西式简餐,,-1,,0,0,0,都会路3799号星河湾酒店闵行店地下1层(近金都路),02134129999,,西式简餐,1,
5607,5669,17327474,莘庄,哈嗲汉堡,238,西式简餐,￥16/人,16,,0,0,0,莘朱路234号,None,,西式简餐,1,
5608,5670,14940478,虹梅路,佛兰餐厅,231,法国菜,,-1,,0,0,0,虹梅路3338弄老外街7号lemidi,02164460336,,法国菜,1,
5609,5671,67083200,七宝,巴帝营养餐,238,西式简餐,,-1,,0,0,0,七宝和颐酒店二楼,13641973848,,西式简餐,1,
5610,5672,24682809,华漕,The monk酒吧西餐厅,239,其他西餐,,-1,,0,0,0,金丰路458号,02162212844,,其他西餐,1,
5611,5673,47823493,七宝,新出炉披萨,24340,比萨,￥21/人,21,1,0,0,0,None,13052299229                     ,,比萨,1,0
5612,5674,15879552,春申地区,朱小姐爱吃披萨,24340,比萨,,-1,,0,0,0,莲花南路1108弄24栋101室(近春申路),None,,比萨,1,
5613,5675,16976612,虹梅路,淡水脱刺鱼汉堡,238,西式简餐,,-1,,0,0,0,莲花路(地铁站对面),None,,西式简餐,1,
5614,5676,19216916,万源城/东兰路,凡仔汉堡漕宝路店,238,西式简餐,￥15/人,15,,0,0,0,漕宝路1245号(国美电器入口),13122641171,,西式简餐,1,
5615,5677,43666864,闵行区,凡仔汉堡,238,西式简餐,￥15/人,15,,0,0,0,东川路889,None,,西式简餐,1,
5616,5678,65781498,虹桥镇,700FPIZZA,24340,比萨,,-1,,0,0,0,吴中路1099弄,18676345032,,比萨,1,
5617,5679,17832353,七宝,阿堡仔炸鸡汉堡,238,西式简餐,,-1,,0,0,0,七宝老街宝南路536弄76号,13761923265,,西式简餐,1,
5618,5681,2808988,老闵行,可顿,238,西式简餐,￥12/人,12,7,6.8,6.7,6.7,东川路897-36号(近交通大学),02154717175,,西式简餐,1,0
5619,5682,9954841,南方商城,乐好奇汉堡,238,西式简餐,,-1,10,6.9,6.9,6.8,None,-1,,西式简餐,1,0
5620,5683,20672768,华漕,萨莉亚,238,西式简餐,￥36/人,36,2,6.9,7.1,7.1,申滨路990号第五幢1楼,None,,西式简餐,1,0
5621,5684,57419800,万源城/东兰路,芝根芝底,238,西式简餐,￥30/人,30,,6.9,6.9,7,万源城,None,,西式简餐,1,
5622,5685,17670279,交大闵行校区,GIMLID PIZZA,24340,比萨,,-1,,7.1,7.1,6.9,上海交通大学第五食堂,None,,比萨,1,
5623,5686,2079964,春申地区,美罗思比萨,24340,比萨,￥45/人,45,3,6.8,6.8,6.8,莲花南路168号(近莲花路地铁站),02134133313,,比萨,1,0
5624,5687,24710589,莘庄,许你许我,239,其他西餐,,-1,2,6.9,6.9,6.9,广通路66弄3-115号,None,,其他西餐,1,0
5625,5689,5859031,虹梅路,Olger Mediterranean,238,西式简餐,,-1,1,6.9,6.9,6.9,虹梅路3338弄虹梅路休闲街38号(近延安西路),02164659366,,西式简餐,1,0
5626,5690,65752606,闵行区,凡仔汉堡,238,西式简餐,￥15/人,15,1,7,6.9,6.7,华美路来伊份旁,18221653352,,西式简餐,1,0
5627,5691,17670746,老闵行,可顿-奶茶汉堡,238,西式简餐,,-1,2,6.9,6.9,7,东川路811弄35号轩境宾馆旁,None,,西式简餐,1,0
5628,5692,67985526,莘庄,詹姆斯芝士牛排,254,牛排,,-1,6,7.3,7.3,7.3,莘庄莘朱路,None,,牛排,1,0
5629,5694,2057485,南方商城,巴比隆烤肉,238,西式简餐,￥68/人,68,259,6.2,5.4,6,古方路18号南方休闲广场201室(近莲花路地铁站),None,,西式简餐,1,3
5630,5696,15909730,七宝,意味特,24340,比萨,￥43/人,43,51,6.8,6.9,7.1,七莘路3599弄华商时代广场5号212室(七宝家乐福，苏宁电器后门口),02131121151,,比萨,1,1
5631,5698,1900867,万源城/东兰路,瑞特大酒店西餐厅,239,其他西餐,￥50/人,50,,6.5,6.7,6.7,宜山路1888号瑞特大酒店1楼(近莲花路),02151171777,,其他西餐,1,
5632,5699,24598586,虹桥镇,Xuxs BuDengWei,231,法国菜,,-1,11,6.8,6.8,6.8,虹莘路3700号,None,,法国菜,1,0
5633,5700,66582602,虹梅路,Mexicolindo,116,西餐,,-1,1,6.8,6.8,6.8,虹梅路3338号虹梅休闲街39号,02164659336,,西餐,1,0
5634,5701,19124998,虹桥镇,Olivia Restaurant,232,意大利菜,￥70/人,70,3,6.8,6.9,6.8,虹中路388弄16号(莲荷国生活馆1楼),02154708609,,意大利菜,1,0
5635,5702,15864642,华漕,Anna Italian ResTaurAnt,232,意大利菜,,-1,3,6.7,7,6.9,华漕镇金丰路472号,02162217930,,意大利菜,1,0
5636,5703,15857328,虹桥镇,Lecorner,238,西式简餐,,-1,1,6.8,6.8,6.8,虹莘路3988号(近吴中路帝璟丽致大酒店一楼),51578888-3777,,西式简餐,1,0
5637,5704,41570363,闵行区,西部牛仔披萨,24340,比萨,,-1,1,6.8,6.8,6.8,航东路528号,None,,比萨,1,0
5638,5705,4281448,万源城/东兰路,赛百味,238,西式简餐,￥22/人,22,117,6.9,6.8,6.2,古美路1528号A7座B1楼D3室(近田州路),None,,西式简餐,1,2
5639,5706,18273606,老闵行,德克士,238,西式简餐,￥34/人,34,157,7.1,7.2,6.5,None,-1,,西式简餐,1,2
5640,5707,67106302,闵行区,Pizza芝心芝意,239,其他西餐,,-1,5,7.2,7.4,7.3,都庄路2899都庄路2899-3(尚优玛特1楼),18721305660,,其他西餐,1,0
5641,5708,67361821,莘庄,simplife 易 初心,239,其他西餐,,-1,5,6.7,6.8,6.7,畹町路105号,None,,其他西餐,1,0
5642,5710,3359917,华漕,赛百味,238,西式简餐,￥25/人,25,79,7.1,7,6.6,丰尚广场运乐路569弄105单元(近运乐路金丰路),02162213980,,西式简餐,1,1
5643,5713,14894836,交大闵行校区,高大上西餐厅,239,其他西餐,￥17/人,17,,6.7,6.8,6.8,东川路800号交通大学,None,,其他西餐,1,
5644,5714,17969814,七宝,快乐星汉堡,238,西式简餐,￥11/人,11,7,6.7,6.7,6.7,吴中路2364号(近10号线航中路站4号口(七韵美地苑)),02162210691,,西式简餐,1,0
5645,5715,43781532,闵行区,快乐家披萨店,24340,比萨,,-1,1,6.7,6.7,6.7,古美西路86弄南方新村41号,13391223719,,比萨,1,0
5646,5719,5719193,虹桥镇,IMSIL CHEESE PIZZA,24340,比萨,￥57/人,57,11,6.6,6.5,6.6,吴中路1369号欧银中心109室,None,,比萨,1,0
5647,5721,23867758,闵行区,凡仔汉堡,238,西式简餐,￥15/人,15,,6.6,6.6,6.6,莲花南路曙建路111号,13262587740,,西式简餐,1,
5648,5722,5864182,春申地区,兰派披萨,24340,比萨,￥37/人,37,23,6.5,6.9,6.9,梅陇西路1346号丙一楼(近莘朱路),None,,比萨,1,0
5649,5723,13729644,华漕,欧萨克汉堡,238,西式简餐,,-1,,6.6,6.6,6.6,北沈路(近许业路),18001828885,,西式简餐,1,
5650,5724,68039058,闵行区,凡仔汉堡,238,西式简餐,,-1,,6.9,6.9,6.9,罗秀路1825弄7-2号,17765173401,,西式简餐,1,
5651,5725,13768277,老闵行,麦乐工坊,232,意大利菜,￥45/人,45,27,6.6,6.8,6.6,东川路555号紫竹信息数码港8号楼A座(近Intel),02161190078,,意大利菜,1,0
5652,5726,67483606,华漕,Private House,238,西式简餐,,-1,,6.5,6.9,7.2,运乐路569弄,None,,西式简餐,1,
5653,5727,67127864,华漕,The Apartment,239,其他西餐,,-1,4,6.3,6.4,6.4,华漕镇金丰路569弄丰尚国际生活中心,None,,其他西餐,1,0
5654,5728,18977444,七宝,美优美铁板牛排,254,牛排,￥20/人,20,10,6.5,6.4,6.5,漕宝路3509号汇宝购物广场1楼C区食尚小吃(七莘路),None,,牛排,1,0
5655,5729,19566243,闵行区,贝斯特牛排,254,牛排,￥40/人,40,13,6.4,6.5,6.5,龙茗路2093号,13917890889,,牛排,1,0
5656,5730,19639797,虹桥镇,小昆山奥灶面,116,西餐,,-1,7,6.2,6.2,6.8,吴中路1218号(卜蜂莲花超市内),18321243801,,西餐,1,0
5657,5731,40995839,闵行区,casilona披萨店,239,其他西餐,,-1,,6.2,6.3,6.6,七宝镇横沥港102-108号,02160447456,,其他西餐,1,
5658,5732,68472541,南方商城,尚品尚.精品牛排,254,牛排,,-1,,0,0,0,罗锦路711临附近,None,,牛排,1,
5659,5733,57512959,南方商城,豪佳客西餐厅,239,其他西餐,,-1,,0,0,0,梅陇镇罗阳路750弄8号101室b室,15559599168,,其他西餐,1,
5660,5734,21026981,七宝,顶澳,254,牛排,,-1,,0,0,0,七宝老街御前街地下1层(地下美食广场),021-60000000,,牛排,1,
5661,5735,62818316,颛桥,Vinchamp,239,其他西餐,,-1,,0,0,0,颛兴路185号4楼,02152262887,,其他西餐,1,
5662,5736,27319339,莘庄,金巴兰,239,其他西餐,,-1,,0,0,0,报春路,None,,其他西餐,1,
5663,5737,69123807,浦江镇,LA FARINA法芮娜意式休闲餐厅,232,意大利菜,,-1,,0,0,0,陈行公路2699号108-137室,None,,意大利菜,1,
5664,5738,37943357,虹桥镇,Ciaao Pizza,24340,比萨,,-1,,0,0,0,吴中路819号2楼(虹梅路),15121085882,,比萨,1,
5665,5739,67672288,虹桥镇,82coffee,238,西式简餐,,-1,,0,0,0,金汇路386号,18621891978,,西式简餐,1,
5666,5740,15609045,莘庄,香榭西餐,239,其他西餐,,-1,,0,0,0,报春路745号(近水清路),None,,其他西餐,1,
5667,5741,68211004,莘庄,美博音乐之声,238,西式简餐,￥70/人,70,,0,0,0,黎明路88号地下1层,02154888223,,西式简餐,1,
5668,5742,10361010,虹梅路,Portal Rico,239,其他西餐,,-1,,0,0,0,虹梅路,None,,其他西餐,1,
5669,5743,18424264,万源城/东兰路,丞翎食品,239,其他西餐,,-1,,0,0,0,东兰路1111弄15号A-103室,None,,其他西餐,1,
5670,5744,68999615,七宝,卡塞米罗披萨,24340,比萨,,-1,,0,0,0,农南路99号,02160447456,,比萨,1,
5671,5745,22710458,交大闵行校区,唯客多,238,西式简餐,,-1,,0,0,0,东川路800号交通大学第五餐饮大楼三楼,13774378387,,西式简餐,1,
5672,5746,67192513,闵行区,达美乐披萨,24340,比萨,￥47/人,47,,0,0,0,金平路380号,None,,比萨,1,
5673,5747,68195281,七宝,ROASTERLAB,239,其他西餐,,-1,,0,0,0,七宝漕宝路宝龙城市广场,None,,其他西餐,1,
5674,5748,68128279,七宝,SuperHeroes 超级英雄主题餐厅,239,其他西餐,,-1,,0,0,0,漕宝路3366号(近七宝万科),None,,其他西餐,1,
5675,5749,68141200,闵行区,蔬醒沙拉,238,西式简餐,,-1,1,0,0,0,虹梅路2071号1号楼2楼,13761455052,,西式简餐,1,0
5676,5750,23570765,万源城/东兰路,巴贝拉意式休闲餐厅,24340,比萨,￥44/人,44,,0,0,0,梅陇店,None,,比萨,1,
5677,5751,67349057,七宝,闵行宝龙艾美酒店味美西班牙餐厅,233,西班牙菜,,-1,2,0,0,0,None,-1,,西班牙菜,1,0
5678,5752,67709348,虹桥镇,牡兰峰音乐餐吧,239,其他西餐,,-1,,0,0,0,紫藤路225号,None,,其他西餐,1,
5679,5753,67388951,闵行区,法芮娜披萨,232,意大利菜,,-1,,0,0,0,中央水岸,None,,意大利菜,1,
5680,5754,57420016,万源城/东兰路,联豪牛排,254,牛排,,-1,,0,0,0,万源城,None,,牛排,1,
5681,5755,44098388,闵行区,宜家餐厅,238,西式简餐,￥45/人,45,,0,0,0,东川路811弄35号-3,13524107048,,西式简餐,1,
5682,5756,23199600,浦江镇,法国百特葡萄酒品鉴中心,231,法国菜,,-1,,0,0,0,江桦路199弄46-108,02164119579,,法国菜,1,
5683,5757,67571715,闵行区,Fasinaplzza,24340,比萨,,-1,,0,0,0,漕宝路宝龙城市广场3号楼1楼,13661863338,,比萨,1,
5684,5758,68239669,闵行区,威廉披萨,24340,比萨,,-1,,0,0,0,运乐路485号,18616922812,,比萨,1,
5685,5759,21871317,闵行区,多味坊牛排馆,239,其他西餐,,-1,,0,0,0,环镇南街环镇南路,None,,其他西餐,1,
5686,5760,57419994,万源城/东兰路,棒约翰,238,西式简餐,￥68/人,68,,0,0,0,万源城,None,,西式简餐,1,
5687,5761,66961599,闵行区,上海西餐馆,239,其他西餐,,-1,,0,0,0,淮海中路,None,,其他西餐,1,
5688,5762,41188983,闵行区,星尚频道人气美食正宗扬州狮子头,508,拉美烧烤,,-1,,0,0,0,新虹街道航中路380临号,None,,烧烤,1,
5689,5763,68190779,七宝,墨上品,116,西餐,,-1,,0,0,0,新龙路399弄58-66号(七宝宝龙城市广场T1写字楼),18721822420,,西餐,1,
5690,5764,69039681,闵行区,凡仔汉堡,238,西式简餐,,-1,,0,0,0,贵都路227号,13764396992,,西式简餐,1,
5691,5765,58631102,闵行区,汉庭酒店上海漕河泾店,233,西班牙菜,,-1,,0,0,0,东兰路228号,021-60830222,,西班牙菜,1,
5692,5766,44106957,闵行区,西餐牛排,254,牛排,,-1,,0,0,0,碧秀路,None,,牛排,1,
5693,5767,19645891,闵行区,名家厨房,239,其他西餐,￥28/人,28,,0,0,0,龙茗路1300号古美生活购物广场大臻莉市场名家厨房专卖店,15021380997,,其他西餐,1,
5694,5768,25045667,闵行区,溢香披萨,24340,比萨,,-1,,0,0,0,龙茗路1256号世纪联华1楼,15821996907,,比萨,1,
5695,5769,68042696,闵行区,有你意面披萨,24340,比萨,,-1,,0,0,0,宝龙城市广场4楼,02153737383,,比萨,1,
5696,5770,67465888,闵行区,芝根芝底,24340,比萨,￥26/人,26,,0,0,0,疏影路804号,02134200097,,比萨,1,
5697,5771,43780265,闵行区,丹尼斯牛排,254,牛排,,-1,,0,0,0,黄桦路350号,None,,牛排,1,
5698,5772,58174109,闵行区,Pizza Daniel,238,西式简餐,,-1,,0,0,0,纪翟路550号1楼08室,15801811103,,西式简餐,1,
5699,5773,68796136,闵行区,Mexican Restaurant,116,西餐,,-1,,0,0,0,莲花南路东100米,None,,西餐,1,
5700,5774,68527893,虹桥镇,澜亭,239,其他西餐,,-1,,0,0,0,金汇路463弄28号金石广场D栋,None,,其他西餐,1,
5701,5775,43929507,闵行区,巴西烤肉饭,508,拉美烧烤,,-1,1,0,0,0,沧源路1200号,13816539540,,烧烤,1,0
5702,5776,41571101,闵行区,范凡,239,其他西餐,,-1,,0,0,0,都市路5001号4F,None,,其他西餐,1,
5703,5777,57875991,闵行区,曼蒂西餐酒吧,238,西式简餐,,-1,,0,0,0,金汇路465号(莱帝恩世酒店二楼),02154411926,,西式简餐,1,
5704,5778,44198515,闵行区,红点西餐,239,其他西餐,,-1,,0,0,0,龙茗路1300弄88号2楼,None,,其他西餐,1,
5705,5779,45368932,闵行区,向日葵餐厅,232,意大利菜,,-1,,0,0,0,虹中路388弄16号莲荷国生活馆5层,02154479189,,意大利菜,1,
5706,5780,43820036,闵行区,thenewyorkpizza,239,其他西餐,,-1,,0,0,0,运乐路569弄6号104单元,None,,其他西餐,1,
5707,5781,68515164,莘庄,多国籍料理,239,其他西餐,,-1,,0,0,0,畹町路109号附近,None,,其他西餐,1,
5708,5782,37799113,老闵行,凡仔汉堡奶茶店,238,西式简餐,￥15/人,15,,0,0,0,天星路170号(欧润发超市门口),None,,西式简餐,1,
5709,5783,4545521,虹梅路,闲功夫米汉堡,238,西式简餐,,-1,,0,0,0,桂平路700号4幢底楼,13120990253,,西式简餐,1,
5710,5784,24663214,闵行区,kids paradise,239,其他西餐,,-1,,0,0,0,莘松路958弄大浪湾道28,15618408495,,其他西餐,1,
5711,5785,19794693,闵行区,西安小吃,238,西式简餐,￥25/人,25,,0,0,0,上海闵行区S20外环高速,None,,西式简餐,1,
5712,5786,62576227,闵行区,杰森比萨屋,24340,比萨,,-1,,0,0,0,金丰路121弄133号附近,15821409080,,比萨,1,
5713,5787,68244876,华漕,Luke Coffee Restaurant,239,其他西餐,,-1,,0,0,0,运乐路713号附近,None,,其他西餐,1,
5714,5788,44210414,闵行区,大唐盛世,239,其他西餐,,-1,,0,0,0,纪鹤路1069号2楼,None,,其他西餐,1,
5715,5789,45389349,闵行区,西餐厅,239,其他西餐,,-1,,0,0,0,金汇路466号(蟹老板旁边),02160606060,,其他西餐,1,
5716,5790,19220839,闵行区,中国式匹萨,24340,比萨,,-1,,0,0,0,浦江镇康华路,15021405350,,比萨,1,
5717,5791,68786389,七宝,红菇餐吧,239,其他西餐,,-1,,0,0,0,新龙路1059号附近,None,,其他西餐,1,
5718,5792,44092437,闵行区,medieual,238,西式简餐,,-1,,0,0,0,莘松路58号东苑丽宝广场B1地下美食广场,02185436543,,西式简餐,1,
5719,5793,43772411,闵行区,上司（德国）304不锈钢水槽,239,其他西餐,,-1,,0,0,0,中春路7755号503室(近地铁9号线中春路站),02139878156,,其他西餐,1,
5720,5794,43749850,闵行区,堡堡小屋奶茶汉堡,238,西式简餐,,-1,,0,0,0,联明路339弄联盛花苑盛家厍21号,17721427785,,西式简餐,1,
5721,5795,43829143,闵行区,UnMillion,231,法国菜,,-1,,0,0,0,虹许路741号,None,,法国菜,1,
5722,5796,63982795,闵行区,爱来客披萨,24340,比萨,,-1,,0,0,0,向阳路251号附近,None,,比萨,1,
5723,5797,56738739,闵行区,任实芝士比萨,24340,比萨,,-1,,0,0,0,吴中路1368弄欧银中心1楼,02134311701,,比萨,1,
5724,5798,22096954,闵行区,好口味,24340,比萨,,-1,,0,0,0,虹梅南路3888号a区42号,02134638897,,比萨,1,
5725,5799,43678768,闵行区,急急送披萨,24340,比萨,,-1,,0,0,0,虹梅路2680号,18321257773,,比萨,1,
5726,5800,43818919,闵行区,芳芳汉堡,238,西式简餐,,-1,,0,0,0,澄江路1250号,13661934116,,西式简餐,1,
5727,5801,66740161,闵行区,汉堡世家,238,西式简餐,,-1,,0,0,0,七宝镇航西路462号,13371822195,,西式简餐,1,
5728,5802,54027720,闵行区,OVENPIZZA,239,其他西餐,,-1,,0,0,0,金丰路472号(近保乐路),02162217930,,其他西餐,1,
5729,5803,64009501,七宝,土耳其皮尔萨管业有限公司,116,西餐,,-1,,0,0,0,九星综合市场附件区星东路21幢22号,02154858466,,西餐,1,
5730,5804,66288212,闵行区,大新鲜披萨,24340,比萨,,-1,,0,0,0,景谷路208号20室,15900601685,,比萨,1,
5731,5805,68169357,闵行区,有你餐厅,239,其他西餐,,-1,,0,0,0,漕宝路3299号,None,,其他西餐,1,
5732,5806,44206813,闵行区,迈阿密汉堡,238,西式简餐,,-1,,0,0,0,华坪路108-3临,None,,西式简餐,1,
5733,5807,59078372,虹桥镇,饭饭饭宅急送,24340,比萨,,-1,,0,0,0,紫乐路8号天誉合酒店B1楼,None,,比萨,1,
5734,5808,69046281,闵行区,斃勝克星,24340,比萨,,-1,,0,0,0,古方路76号,None,,比萨,1,
5735,5809,41401497,闵行区,有么有披萨,24340,比萨,,-1,,0,0,0,广南路700号,None,,比萨,1,
5736,5810,63270589,闵行区,南源,239,其他西餐,,-1,,0,0,0,紫藤路5临2层,02134622629,,其他西餐,1,
5737,5811,69089813,闵行区,pilots飞行吧,238,西式简餐,,-1,,0,0,0,漕宝路3288号1f,None,,西式简餐,1,
5738,5812,44276681,闵行区,意大利海螺比萨,24340,比萨,,-1,,0,0,0,农南路128号,None,,比萨,1,
5739,5813,44134293,闵行区,玉米橄榄油自提点4,239,其他西餐,,-1,,0,0,0,罗阳路255弄9号,13916630719,,其他西餐,1,
5740,5814,63368526,闵行区,多多啊,239,其他西餐,,-1,,0,0,0,金汇南路60弄,02160494394,,其他西餐,1,
5741,5815,69171005,闵行区,有侬有意,232,意大利菜,,-1,2,0,0,0,None,-1,,意大利菜,1,0
5742,5816,69171273,闵行区,da mario,239,其他西餐,,-1,,0,0,0,漕宝路2399号2F—03号,None,,其他西餐,1,
5743,5817,69210973,七宝,HARBOUR,116,西餐,,-1,,0,0,0,七宝万科广场,None,,西餐,1,
5744,5818,69137100,闵行区,spicco意式酒吧餐厅,239,其他西餐,,-1,,0,0,0,申长路668号,None,,其他西餐,1,
5745,5819,69177416,虹梅路,福芮仕fresh,239,其他西餐,,-1,,0,0,0,虹许路788弄名都城一期,None,,其他西餐,1,
5746,5820,69191753,老闵行,FRESH PIZZA,24340,比萨,,-1,,0,0,0,鹤庆路900号上海碧江广场1层,None,,比萨,1,
5747,5821,69061411,七宝,麦比乐,238,西式简餐,,-1,,0,0,0,中春路7001号明谷科技园B栋705室,4008081813,,西式简餐,1,
5748,5822,39698100,闵行区,天天美食餐馆,234,中东菜,,-1,,0,0,0,三达路,13795430373,,中东菜,1,
5749,5823,43785040,七宝,遇上西雅图多融合自助餐厅,111,自助餐,￥100/人,100,2382,8.3,8.7,8.6,七宝沪星路105号车配龙名车生活欢乐港4楼,02152967790,,自助餐,1,4
